x,doi
http://vivo.ufl.edu/individual/n4753459770,10.1029/2008JD010315
http://vivo.ufl.edu/individual/n5387940062,10.1016/j.cgh.2015.02.036
http://vivo.ufl.edu/individual/n8703378182,10.1093/pcp/pcn007
http://vivo.ufl.edu/individual/n8000665325,10.1038/467275a
http://vivo.ufl.edu/individual/n5266225918,10.1111/pedi.12263
http://vivo.ufl.edu/individual/n8897101038,10.1177/1066896908331231
http://vivo.ufl.edu/individual/n1567002180,"10.1517/14656566.9.2.151	"
http://vivo.ufl.edu/individual/n7030495144,10.1111/jzo.12081
http://vivo.ufl.edu/individual/n9599605705,10.1016/j.automatica.2015.12.016
http://vivo.ufl.edu/individual/n2773537374,10.1111/tpj.12076
http://vivo.ufl.edu/individual/n3709317837,10.1080/09583157.2013.835790
http://vivo.ufl.edu/individual/n2078066542,10.1111/j.1467-789X.2009.00703.x
http://vivo.ufl.edu/individual/n4132781834,10.1186/s13072-015-0036-2
http://vivo.ufl.edu/individual/n4533716348,10.1116/1.4766303
http://vivo.ufl.edu/individual/n5307941600,10.1152/ajpheart.00936.2012
http://vivo.ufl.edu/individual/n4401554449,10.1021/jm701093y
http://vivo.ufl.edu/individual/n6524493511,10.1200/JCO.2015.62.7273
http://vivo.ufl.edu/individual/n8892732483,10.1200/JCO.2015.62.7273
http://vivo.ufl.edu/individual/n6211499313,10.4049/jimmunol.0713269
http://vivo.ufl.edu/individual/n7041981040,10.1016/j.jvcir.2011.08.002
http://vivo.ufl.edu/individual/n4985124551,10.1016/j.tourman.2013.01.006
http://vivo.ufl.edu/individual/n2696918021,10.1007/s10479-010-0765-3
http://vivo.ufl.edu/individual/n3602942230,10.1517/14656566.9.2151
http://vivo.ufl.edu/individual/n291295147,10.1089/089771501750451839
http://vivo.ufl.edu/individual/n4149231026,10.1016/j.jvb.2007.10.010
http://vivo.ufl.edu/individual/n2828884215,10.1016/j.parkreldis.2010.02.002
http://vivo.ufl.edu/individual/n3758811395,10.2337/db12-1686
http://vivo.ufl.edu/individual/n3838900279,10.1038/NPHOTON.2015.36
http://vivo.ufl.edu/individual/n9012001880,10.1021/acs.jafc.5b02376
http://vivo.ufl.edu/individual/n4404786566,10.1128/AAC.00882-09
http://vivo.ufl.edu/individual/n4634889525,10.1007/s00221-011-2962-y
http://vivo.ufl.edu/individual/n8790988405,10.1086/681427
http://vivo.ufl.edu/individual/n5034389328,10.1016/j.autneu.2012.10.008
http://vivo.ufl.edu/individual/n3053416074,10.1097/ALN.0b013e318268ffa0
http://vivo.ufl.edu/individual/n6470440882,10.1007/s11146-008-9130-6
http://vivo.ufl.edu/individual/n165013462,10.1002/(SICI)1520-6327(1998)39:3<98::AID-ARCH2>3.0.CO;2-K
http://vivo.ufl.edu/individual/n2013991167,10.1017/S1466252310000046
http://vivo.ufl.edu/individual/n4685325591,10.3168/jds.2009-2573
http://vivo.ufl.edu/individual/n1119420439,10.3168/jds.2009-2573
http://vivo.ufl.edu/individual/n3592558309,10.1136/jnis.2011.004614
http://vivo.ufl.edu/individual/n1966878803,10.1345/aph.1L024
http://vivo.ufl.edu/individual/n4019421171,10.2135/cropsci2011.03.0144
http://vivo.ufl.edu/individual/n6269537095,10.1016/j.jnucmat.2009.08.001
http://vivo.ufl.edu/individual/n3584547694,10.1007/s12274-010-1022-4
http://vivo.ufl.edu/individual/n4032477081,10.1590/01000683rbcs20140528
http://vivo.ufl.edu/individual/n1165334177,10.1007/s00122-010-1289-6
http://vivo.ufl.edu/individual/n4762216405,10.1007/s00122-010-1289-6
http://vivo.ufl.edu/individual/n4553294681,10.1111/j.1469-1795.2011.00501.x
http://vivo.ufl.edu/individual/n8130540588,10.1016/j.neuroimage.2012.02.058
http://vivo.ufl.edu/individual/n4417666391,10.1021/cm1036716
http://vivo.ufl.edu/individual/n8151813251,10.1016/j.scitotenv.2013.01.087
http://vivo.ufl.edu/individual/n7879975378,10.1074/jbc.M115.674564
http://vivo.ufl.edu/individual/n2872235896,10.2217/CLP.12.25
http://vivo.ufl.edu/individual/n5089293669,10.1016/j.euroneuro.2010.02.013
http://vivo.ufl.edu/individual/n433114469,10.1016/j.chemosphere.2010.02.006
http://vivo.ufl.edu/individual/n3935802059,10.1016/j.vacuum.2009.02.001
http://vivo.ufl.edu/individual/n7593215685,10.1146/annurev.marine.010908.163930
http://vivo.ufl.edu/individual/n7550426022,10.1163/156854109X429529
http://vivo.ufl.edu/individual/n6567659628,10.1094/PDIS-04-11-0276
http://vivo.ufl.edu/individual/n4392797414,10.1038/mt.2010.306
http://vivo.ufl.edu/individual/n2083249885,10.1007/s11581-010-0430-5
http://vivo.ufl.edu/individual/n1758718220,10.1073/pnas.0609710104
http://vivo.ufl.edu/individual/n2110498754,10.1126/science.324_722
http://vivo.ufl.edu/individual/n3008479492,10.1016/j.bbapap.2009.08.003
http://vivo.ufl.edu/individual/n9203190191,10.1109/MPRV.2008.81
http://vivo.ufl.edu/individual/n1284960617,10.1097/TA.0b013e31821598e9
http://vivo.ufl.edu/individual/n3832278923,10.1109/TAC.2011.2162890
http://vivo.ufl.edu/individual/n1298704125,10.1080/15583724.2010.515766
http://vivo.ufl.edu/individual/n1357032043,10.1007/s10909-012-0570-2
http://vivo.ufl.edu/individual/n4448567293,10.1186/1471-2458-13-775
http://vivo.ufl.edu/individual/n6232304122,10.1371/journal.pone.0124541
http://vivo.ufl.edu/individual/n4764802151,10.1145/2049662.2049671
http://vivo.ufl.edu/individual/n1341149782,10.1007/s11119-013-9325-6
http://vivo.ufl.edu/individual/n1245121484,10.1007/s11136-012-0171-1
http://vivo.ufl.edu/individual/n339156358,10.1002/ldr.1074
http://vivo.ufl.edu/individual/n8887237811,10.1111/zoj.12194
http://vivo.ufl.edu/individual/n2617564216,10.1038/srep01113
http://vivo.ufl.edu/individual/n1708806890,10.1161/HYPERTENSIONAHA.109.142240
http://vivo.ufl.edu/individual/n4608046513,10.1161/HYPERTENSIONAHA.109.142240
http://vivo.ufl.edu/individual/n1952306508,10.1094/PDIS-01-12-0012-RE
http://vivo.ufl.edu/individual/n5667687740,10.1097/HMR.0b013e318257292b
http://vivo.ufl.edu/individual/n1414097564,10.1016/j.jhydrol.2010.08.008
http://vivo.ufl.edu/individual/n7712953972,10.1016/j.knee.2015.03.006
http://vivo.ufl.edu/individual/n3305908689,10.1016/j.knee.2015.03.006
http://vivo.ufl.edu/individual/n2173228395,10.1094/PHYTO-04-15-0088-R
http://vivo.ufl.edu/individual/n1612849726,10.1016/j.ijcard.2010.08.035
http://vivo.ufl.edu/individual/n1256969972,10.1007/s00101-002-0319-4
http://vivo.ufl.edu/individual/n3398152152,10.1109/MCS.2014.2384951
http://vivo.ufl.edu/individual/n2350977492,10.1093/jpepsy/jsr111
http://vivo.ufl.edu/individual/n1358128480,10.1007/s00455-012-9414-0
http://vivo.ufl.edu/individual/n8417929485,10.1016/j.neucom.2009.12.030
http://vivo.ufl.edu/individual/n233899,10.1016/j.bmcl.2007.11.102
http://vivo.ufl.edu/individual/n6332651388,10.1007/s10815-009-9341-7
http://vivo.ufl.edu/individual/n6108851668,10.1021/jp408370e
http://vivo.ufl.edu/individual/n1196474158,10.2134/jeq2006.0559
http://vivo.ufl.edu/individual/n8108229157,10.1016/j.soildyn.2012.07.004
http://vivo.ufl.edu/individual/n9547907098,10.1098/rstb.2007.0017
http://vivo.ufl.edu/individual/n1061561005,10.1098/rstb.2007.0017
http://vivo.ufl.edu/individual/n4095099202,10.1227/NEU.0000000000000734
http://vivo.ufl.edu/individual/n336732546,10.3389/forna.2015.00115
http://vivo.ufl.edu/individual/n4498755548,10.1021/jp200902h
http://vivo.ufl.edu/individual/n2677168063,10.1061/(ASCE)CP.1943-5487.0000195
http://vivo.ufl.edu/individual/n2056787343,10.1038/ajh.2010.261
http://vivo.ufl.edu/individual/n8473517133,10.1039/c2dt30772c
http://vivo.ufl.edu/individual/n9730916203,10.1016/j.ijrobp.2011.10.041
http://vivo.ufl.edu/individual/n1112709128,10.1159/000098186
http://vivo.ufl.edu/individual/n5145882057,10.1137/090765894
http://vivo.ufl.edu/individual/n6516392746,10.3109/00952990.2013.810745
http://vivo.ufl.edu/individual/n9044211028,10.1111/j.1476-5381.2009.00156.x
http://vivo.ufl.edu/individual/n5707655993,10.1080/07408170903394363
http://vivo.ufl.edu/individual/n154972230,10.1093/jpepsy/jsp138
http://vivo.ufl.edu/individual/n4723290704,10.1016/j.physrep.2010.05.003
http://vivo.ufl.edu/individual/n6273918629,10.1111/j.1530-9290.2011.00333.x
http://vivo.ufl.edu/individual/n9589216016,10.1111/j.1526-4637.2011.01293.x
http://vivo.ufl.edu/individual/n7594529901,10.1016/j.bbr.2012.09.031
http://vivo.ufl.edu/individual/n7089301422,10.1016/j.ijindorg.2014.07.002
http://vivo.ufl.edu/individual/n404710330,10.2217/pgs.10.34
http://vivo.ufl.edu/individual/n1882590111,10.1007/s11104-014-2312-5
http://vivo.ufl.edu/individual/n1316309838,10.1177/0748175610362251
http://vivo.ufl.edu/individual/n5856861841,10.1002/ar.21303
http://vivo.ufl.edu/individual/n5967878544,10.1093/hmg/ddp441
http://vivo.ufl.edu/individual/n4856234535,10.1177/1090198109349218
http://vivo.ufl.edu/individual/n8219283770,10.1007/s10880-008-9140-9
http://vivo.ufl.edu/individual/n2810081958,10.1016/j.brainres.2009.10.050
http://vivo.ufl.edu/individual/n2033419694,10.1016/j.cca.2004.09.005
http://vivo.ufl.edu/individual/n1025842124,10.1039/b907350g
http://vivo.ufl.edu/individual/n3234758955,10.1007/s10529-010-0395-5
http://vivo.ufl.edu/individual/n3624202219,10.1080/15501320802498331
http://vivo.ufl.edu/individual/n3148816758,10.1038/leu.2008.345
http://vivo.ufl.edu/individual/n8559765117,10.1890/09-0653.1
http://vivo.ufl.edu/individual/n132001826,10.1007/s10762-015-0176-2
http://vivo.ufl.edu/individual/n9982673121,10.3389/fpsyg.2014.01595
http://vivo.ufl.edu/individual/n2318406269,10.1016/j.metabol.2011.09.013
http://vivo.ufl.edu/individual/n1204624802,10.1016/j.meegid.2015.08.038
http://vivo.ufl.edu/individual/n6553334502,10.1016/j.meegid.2015.08.038
http://vivo.ufl.edu/individual/n1881823215,10.1016/S0140-6736(02)08096-0
http://vivo.ufl.edu/individual/n5228345635,10.1007/s10533-015-0087-2
http://vivo.ufl.edu/individual/n8263063696,10.1016/j.apsusc.2011.11.128
http://vivo.ufl.edu/individual/n9436643829,10.1016/j.biopsych.2012.12.012
http://vivo.ufl.edu/individual/n6678644672,10.1093/gerona/glr042
http://vivo.ufl.edu/individual/n2427112046,10.1890/12-1697.1
http://vivo.ufl.edu/individual/n6619972442,10.1080/15205436.2010.515372
http://vivo.ufl.edu/individual/n502381312,10.1039/c2ee02818b
http://vivo.ufl.edu/individual/n6244995604,10.1021/es300821y
http://vivo.ufl.edu/individual/n5559227451,10.1007/s00442-014-3184-3
http://vivo.ufl.edu/individual/n9622212498,10.1002/ajp.20868
http://vivo.ufl.edu/individual/n3472935372,10.2337/dc09-1089
http://vivo.ufl.edu/individual/n3693070592,10.2984/67.4.4
http://vivo.ufl.edu/individual/n3809218917,10.1155/2013/964592
http://vivo.ufl.edu/individual/n982045316,10.2522/ptj.20070315
http://vivo.ufl.edu/individual/n7434481246,10.2522/ptj.20070315
http://vivo.ufl.edu/individual/n1174563695,10.1097/01.NMC.0000298131.55032.76
http://vivo.ufl.edu/individual/n2570800299,10.1007/s00193-012-0377-8
http://vivo.ufl.edu/individual/n5106589104,10.1371/journal.pone.0110140
http://vivo.ufl.edu/individual/n2920559102,10.1086/587792
http://vivo.ufl.edu/individual/n9222391759,10.1049/el.2010.0155
http://vivo.ufl.edu/individual/n4637417918,10.1002/cncr.24934
http://vivo.ufl.edu/individual/n3555261142,10.1371/journal.pone.0142529
http://vivo.ufl.edu/individual/n1274879300,10.1136/vr.100570
http://vivo.ufl.edu/individual/n198540070,10.1007/s00213-003-1394-1
http://vivo.ufl.edu/individual/n3033040330,10.1021/jp801111m
http://vivo.ufl.edu/individual/n2178730376,10.1007/s10589-011-9397-z
http://vivo.ufl.edu/individual/n4438465596,10.1002/mrd.20866
http://vivo.ufl.edu/individual/n7499511523,10.1158/0008-5472.CAN-13-2457
http://vivo.ufl.edu/individual/n3568029788,10.1128/AAC.00009-10
http://vivo.ufl.edu/individual/n3138247552,10.1002/jaba.28
http://vivo.ufl.edu/individual/n7383579958,10.1208/s12248-008-9044-5
http://vivo.ufl.edu/individual/n4271341423,10.1186/1810-522X-52-43
http://vivo.ufl.edu/individual/n2438890728,10.1016/j.cplett.2009.07.108
http://vivo.ufl.edu/individual/n5731109996,10.1186/1471-2164-10-172
http://vivo.ufl.edu/individual/n3650904451,10.1128/JB.01366-07
http://vivo.ufl.edu/individual/n5480141843,10.2134/agronj2008.0083x
http://vivo.ufl.edu/individual/n738186631,10.1160/TH13-10-0891
http://vivo.ufl.edu/individual/n2179293210,10.1080/01904167.2012.724137
http://vivo.ufl.edu/individual/n771099151,10.1007/s00299-008-0599-5
http://vivo.ufl.edu/individual/n3950865523,10.1103/PhysRevB.86.184101
http://vivo.ufl.edu/individual/n2651239617,10.1111/j.1556-4029.2008.00876.x
http://vivo.ufl.edu/individual/n2094924939,10.1111/j.1556-4029.2008.00876.x
http://vivo.ufl.edu/individual/n7444427447,10.1214/08-STS244B
http://vivo.ufl.edu/individual/n8874836647,10.1111/j.1365-3059.2010.02344.x
http://vivo.ufl.edu/individual/n2440871867,10.1287/mksc.1090.0496
http://vivo.ufl.edu/individual/n709823,10.1186/1752-1947-1-167
http://vivo.ufl.edu/individual/n174776373,10.1016/j.amepre.2011.06.031
http://vivo.ufl.edu/individual/n8226985632,10.1177/1099800414532308
http://vivo.ufl.edu/individual/n2576682002,10.2146/ajhp130314
http://vivo.ufl.edu/individual/n8806202624,10.1111/j.1475-6773.2008.00866.x
http://vivo.ufl.edu/individual/n1232917017,10.1111/j.1475-6773.2008.00866.x
http://vivo.ufl.edu/individual/n3358055618,10.1603/EC11150
http://vivo.ufl.edu/individual/n1338871439,10.1016/j.cub.2006.02.004
http://vivo.ufl.edu/individual/n9987425820,10.1086/665388
http://vivo.ufl.edu/individual/n7075859214,10.3390/f3041104
http://vivo.ufl.edu/individual/n8474888467,10.1128/IAI.00366-08
http://vivo.ufl.edu/individual/n900680696,10.1021/am5087566
http://vivo.ufl.edu/individual/n1105433935,10.1007/s10201-011-0371-3
http://vivo.ufl.edu/individual/n5036924751,10.1016/j.jfluchem.2008.08.003
http://vivo.ufl.edu/individual/n5196736139,10.1215/00141801-2313984
http://vivo.ufl.edu/individual/n2496563894,10.4996/fireecology.0901021
http://vivo.ufl.edu/individual/n345648151,10.1159/000339511
http://vivo.ufl.edu/individual/n172849404,10.1016/j.ijhcs.2013.03.005
http://vivo.ufl.edu/individual/n7463120842,10.1093/fs/kns297
http://vivo.ufl.edu/individual/n4240669241,10.1016/j.bbr.2011.10.002
http://vivo.ufl.edu/individual/n8606645225,10.1016/j.chb.2014.04.053
http://vivo.ufl.edu/individual/n3695272697,10.1158/1078-0432.CCR-11-0850
http://vivo.ufl.edu/individual/n3388538506,10.1177/0899764011406738
http://vivo.ufl.edu/individual/n511316262,10.1111/j.2042-3306.2011.00415.x
http://vivo.ufl.edu/individual/n1558472486,10.1016/j.gaitpost.2003.07.004
http://vivo.ufl.edu/individual/n2084524095,10.1007/s12265-013-9533-5
http://vivo.ufl.edu/individual/n871373426,10.1021/es103584c
http://vivo.ufl.edu/individual/n875090980,10.1097/01.RLI.0000065425.29042.8d
http://vivo.ufl.edu/individual/n7524648051,10.1007/s11912-014-0395-z
http://vivo.ufl.edu/individual/n1969149977,10.1016/j.carpath.2005.01.008
http://vivo.ufl.edu/individual/n8542059820,10.1037/a0025797
http://vivo.ufl.edu/individual/n5527295101,10.1007/s00330-008-1191-7
http://vivo.ufl.edu/individual/n9947884498,10.1161/STROKEAHA.110.586156
http://vivo.ufl.edu/individual/n6297508727,10.1021/jf300697f
http://vivo.ufl.edu/individual/n1625196508,10.1002/jcb.10753
http://vivo.ufl.edu/individual/n5164671546,10.1186/1744-8069-7-19
http://vivo.ufl.edu/individual/n8921487139,10.3354/meps10454
http://vivo.ufl.edu/individual/n6997347059,10.1096/fj.13-246579
http://vivo.ufl.edu/individual/n9371677305,10.2466/10.11.17.PR0.108.2.420-436
http://vivo.ufl.edu/individual/n9048723948,10.1016/j.nmd.2011.06.750
http://vivo.ufl.edu/individual/n8566086905,10.1088/0004-637X/729/2/98
http://vivo.ufl.edu/individual/n846781718,10.1177/0146167204271322
http://vivo.ufl.edu/individual/n9838150588,10.3198/jpr2013.02.0009crc
http://vivo.ufl.edu/individual/n3565242317,10.1016/j.expneurol.2011.09.024
http://vivo.ufl.edu/individual/n4782162390,10.1109/MPUL.2013.2289451
http://vivo.ufl.edu/individual/n8706572172,10.1016/S1474-4422(11)70148-X
http://vivo.ufl.edu/individual/n1809136672,10.1063/1.4866858
http://vivo.ufl.edu/individual/n101142980,10.1097/gme.0b013e318261f25e
http://vivo.ufl.edu/individual/n2709733692,10.1140/epjd/e2010-00027-6
http://vivo.ufl.edu/individual/n6045168288,10.1007/s10545-014-9744-1
http://vivo.ufl.edu/individual/n1473657798,10.1074/jbc.M708320200
http://vivo.ufl.edu/individual/n7466506525,10.1901/jeab.2012.98-105
http://vivo.ufl.edu/individual/n1613074382,10.1016/j.drugalcdep.2009.07.012
http://vivo.ufl.edu/individual/n7647071221,10.1016/j.drugalcdep.2009.07.012
http://vivo.ufl.edu/individual/n6373597597,10.1061/(ASCE)EE.1943-7870.0000569
http://vivo.ufl.edu/individual/n976272696,10.1158/0008-5472.CAN-09-0145
http://vivo.ufl.edu/individual/n3318447,10.1016/j.ijrobp.2004.01.025
http://vivo.ufl.edu/individual/n8322390839,10.1021/ma202804u
http://vivo.ufl.edu/individual/n4867289505,10.1007/s10878-007-9101-5
http://vivo.ufl.edu/individual/n6461195817,10.1016/j.geoderma.2008.04.007
http://vivo.ufl.edu/individual/n9196475420,10.1109/TNS.2009.2038157
http://vivo.ufl.edu/individual/n29933744,10.1111/j.1540-8159.2007.00664.x
http://vivo.ufl.edu/individual/n1828228361,10.1163/138855409X12571623969727
http://vivo.ufl.edu/individual/n2655413908,10.1039/b719093j
http://vivo.ufl.edu/individual/n897848211,10.1186/1475-2875-12-397
http://vivo.ufl.edu/individual/n4478223562,10.1016/j.pubrev.2010.08.002
http://vivo.ufl.edu/individual/n569532214,10.1088/0264-9381/27/11/114005
http://vivo.ufl.edu/individual/n4724531444,10.1016/j.dental.2010.09.001
http://vivo.ufl.edu/individual/n5737241027,10.1088/0004-637X/735/1/33
http://vivo.ufl.edu/individual/n2097923937,10.1902/jop.2008.070513
http://vivo.ufl.edu/individual/n3768685977,10.1007/s40264-013-0098-7
http://vivo.ufl.edu/individual/n5507360726,10.1016/j.jnca.2011.03.011
http://vivo.ufl.edu/individual/n9641030731,10.3945/jn.112.164996
http://vivo.ufl.edu/individual/n1367495860,10.1653/0015-4040(2008)91{[}491:EOTOTD]2.0.CO;2
http://vivo.ufl.edu/individual/n979724591,10.1209/0295-5075/106/28003
http://vivo.ufl.edu/individual/n138469493,10.1002/lt.24366
http://vivo.ufl.edu/individual/n322951286,10.1061/(ASCE)TE.1943-5436.0000699
http://vivo.ufl.edu/individual/n8300613022,10.1007/s10021-015-9854-0
http://vivo.ufl.edu/individual/n4872569847,10.1016/j.amjoto.2015.06.004
http://vivo.ufl.edu/individual/n9853766843,10.1063/1.4827298
http://vivo.ufl.edu/individual/n579635653,10.1016/j.medengphy.2011.04.006
http://vivo.ufl.edu/individual/n2552628152,10.1186/1471-2180-14-39
http://vivo.ufl.edu/individual/n632112446,10.1054/jpai.2001.24551
http://vivo.ufl.edu/individual/n5881840723,10.1007/JHEP04(2010)086
http://vivo.ufl.edu/individual/n3891528127,10.1097/HJH.0000000000000051
http://vivo.ufl.edu/individual/n2828245895,10.1016/j.ijrobp.2011.07.020
http://vivo.ufl.edu/individual/n2679814650,10.1016/j.mib.2008.05.015
http://vivo.ufl.edu/individual/n7728189999,10.1088/0004-637X/731/2/86
http://vivo.ufl.edu/individual/n551471530,10.1109/TGRS.2013.2253471
http://vivo.ufl.edu/individual/n1434651356,10.1159/000319960
http://vivo.ufl.edu/individual/n3301901206,10.1080/00958960903439989
http://vivo.ufl.edu/individual/n2101315027,10.1016/j.foodpol.2014.01.009
http://vivo.ufl.edu/individual/n98656008,10.1038/sj.onc.1209264
http://vivo.ufl.edu/individual/n9967025519,10.1001/jamafacial.2013.307
http://vivo.ufl.edu/individual/n1690125842,10.1007/s00442-007-0817-9
http://vivo.ufl.edu/individual/n8184501683,10.1016/j.postharvbio.2011.01.001
http://vivo.ufl.edu/individual/n7975693798,10.1074/jbc.M110.200774
http://vivo.ufl.edu/individual/n8677742880,10.1002/elan.201500297
http://vivo.ufl.edu/individual/n1944966109,10.1016/j.sab.2009.07.026
http://vivo.ufl.edu/individual/n4906649143,10.1002/nme.2216
http://vivo.ufl.edu/individual/n9365811638,10.1021/ja204056m
http://vivo.ufl.edu/individual/n2555067188,10.1049/iet-com.2012.0684
http://vivo.ufl.edu/individual/n7881670568,10.1080/00103620902754127
http://vivo.ufl.edu/individual/n4606372597,10.1016/j.econlet.2010.02.011
http://vivo.ufl.edu/individual/n5678226514,10.1016/j.neuropsychologia.2010.03.002
http://vivo.ufl.edu/individual/n2299183131,10.1086/529577
http://vivo.ufl.edu/individual/n4759722847,10.1063/1.3603023
http://vivo.ufl.edu/individual/n3697353826,10.1603/033.046.0621
http://vivo.ufl.edu/individual/n5721409070,10.1016/j.biosystemseng.2012.09.009
http://vivo.ufl.edu/individual/n8816020610,10.1039/b820677e
http://vivo.ufl.edu/individual/n629918503,10.1644/11-MAMM-A-387.1
http://vivo.ufl.edu/individual/n2111857735,10.1109/TMAG.2008.2001344
http://vivo.ufl.edu/individual/n1212196158,10.1073/pnas.1014714108
http://vivo.ufl.edu/individual/n3240240609,10.1097/QAD.0b013e32833d2132
http://vivo.ufl.edu/individual/n393414902,10.1016/j.aap.2012.06.025
http://vivo.ufl.edu/individual/n8557962565,10.1093/icesjms/fsr047
http://vivo.ufl.edu/individual/n4129356234,10.1017/S0021911814000588
http://vivo.ufl.edu/individual/n9457423887,10.1080/15222055.2012.736447
http://vivo.ufl.edu/individual/n5484834613,10.1097/BSD.0b013e318198164b
http://vivo.ufl.edu/individual/n9363258762,10.1016/j.ecolind.2011.09.021
http://vivo.ufl.edu/individual/n293133150,10.1038/nrg1804
http://vivo.ufl.edu/individual/n1165483940,10.1182/blood-2014-03-563742
http://vivo.ufl.edu/individual/n5884061800,10.1089/end.2008.0127
http://vivo.ufl.edu/individual/n6860532679,10.1161/CIRCULATIONAHA.111.055855
http://vivo.ufl.edu/individual/n211248549,10.1653/0015-4040(2008)91{[}277:EOSBAR]2.0.CO;2
http://vivo.ufl.edu/individual/n5403088832,10.1016/j.jpolmod.2010.06.001
http://vivo.ufl.edu/individual/n901300768,10.1634/stemcells.2004-0373
http://vivo.ufl.edu/individual/n1816566146,10.1007/s10532-010-9400-x
http://vivo.ufl.edu/individual/n8181749105,10.1088/0004-637X/708/1/698
http://vivo.ufl.edu/individual/n6051104863,10.1089/end.2009.0235
http://vivo.ufl.edu/individual/n3772353909,10.1167/iovs.08-3127
http://vivo.ufl.edu/individual/n1449745608,10.1016/j.ympev.2008.06.010
http://vivo.ufl.edu/individual/n5350661588,10.1016/j.ympev.2008.06.010
http://vivo.ufl.edu/individual/n964973605,10.1002/2013JD020787
http://vivo.ufl.edu/individual/n1636743146,10.1093/eurheartj/ehn605
http://vivo.ufl.edu/individual/n1517048189,10.1118/1.4896126
http://vivo.ufl.edu/individual/n1993509914,10.1080/00222895.2010.548422
http://vivo.ufl.edu/individual/n7141895862,10.1021/la901457t
http://vivo.ufl.edu/individual/n2288189503,10.2147/TCRM.S23889
http://vivo.ufl.edu/individual/n39498332,10.1111/j.1538-7836.2006.02209.x
http://vivo.ufl.edu/individual/n7051203592,10.1016/j.clineuro.2014.10.008
http://vivo.ufl.edu/individual/n2033723575,10.1016/j.resp.2011.07.004
http://vivo.ufl.edu/individual/n6911404856,10.2337/db14-0153
http://vivo.ufl.edu/individual/n332426631,10.1109/TWC.2009.081064
http://vivo.ufl.edu/individual/n9763185865,10.1016/j.jcrimjus.2009.06.010
http://vivo.ufl.edu/individual/n2118145046,10.1088/1367-2630/12/10/103016
http://vivo.ufl.edu/individual/n8721713411,10.1111/j.1365-3156.2011.02879.x
http://vivo.ufl.edu/individual/n226271898,10.1118/1.2837290
http://vivo.ufl.edu/individual/n1761179303,10.1055/s-0028-1096130
http://vivo.ufl.edu/individual/n5791967124,10.1055/s-0028-1096130
http://vivo.ufl.edu/individual/n1862204292,10.1016/j.ympev.2003.07.017
http://vivo.ufl.edu/individual/n1056193381,10.1016/j.prp.2008.11.010
http://vivo.ufl.edu/individual/n3016829594,10.1007/s00216-015-8530-8
http://vivo.ufl.edu/individual/n772752998,10.1128/JVI.02112-12
http://vivo.ufl.edu/individual/n3601848127,10.1109/TC.2012.61
http://vivo.ufl.edu/individual/n2287276475,10.1214/08-AOS606
http://vivo.ufl.edu/individual/n196814718,10.1097/COC.0b013e318064c711
http://vivo.ufl.edu/individual/n2133753519,10.1371/journal.pone.0143198
http://vivo.ufl.edu/individual/n8358114433,10.1371/journal.pone.0143198
http://vivo.ufl.edu/individual/n2580898870,10.1007/s12012-011-9152-9
http://vivo.ufl.edu/individual/n2885345844,10.1227/01.NEU.0000297089.10744.55
http://vivo.ufl.edu/individual/n6775975680,10.1128/AAC.00548-15
http://vivo.ufl.edu/individual/n6347647011,10.1021/ma501080u
http://vivo.ufl.edu/individual/n6048500751,10.1080/00103620903261585
http://vivo.ufl.edu/individual/n271897118,10.1016/j.etap.2007.10.024
http://vivo.ufl.edu/individual/n8039775981,10.1118/1.3388869
http://vivo.ufl.edu/individual/n1607829597,10.1016/j.tpb.2010.06.007
http://vivo.ufl.edu/individual/n9397360440,10.1016/j.ijplas.2013.05.004
http://vivo.ufl.edu/individual/n4284127667,10.1002/hed.23542
http://vivo.ufl.edu/individual/n5721211615,10.1097/ACM.0000000000000100
http://vivo.ufl.edu/individual/n289027104,10.1016/j.clinthera.2008.01.005
http://vivo.ufl.edu/individual/n5771425845,10.1016/j.clinthera.2008.01.005
http://vivo.ufl.edu/individual/n275635290,10.1037/a0022577
http://vivo.ufl.edu/individual/n1046196922,10.1017/S000983880999053X
http://vivo.ufl.edu/individual/n8905880669,10.1016/j.ijpara.2012.10.018
http://vivo.ufl.edu/individual/n9496314331,10.1118/1.3056466
http://vivo.ufl.edu/individual/n217517136,10.1155/2015/384389
http://vivo.ufl.edu/individual/n8512019904,10.1097/SCS.0000000000002294
http://vivo.ufl.edu/individual/n7841029277,10.1016/j.meegid.2015.01.001
http://vivo.ufl.edu/individual/n8707829174,10.1016/j.physletb.2015.08.047
http://vivo.ufl.edu/individual/n8388903315,10.1137/120880811
http://vivo.ufl.edu/individual/n3911531269,10.1213/ANE.0b013e3182a8fab5
http://vivo.ufl.edu/individual/n8757116201,10.1577/H08-066.1
http://vivo.ufl.edu/individual/n1556609850,10.1111/j.1524-4725.2007.33184.x
http://vivo.ufl.edu/individual/n9052978967,10.1128/JCM.00957-10
http://vivo.ufl.edu/individual/n8351490572,10.1208/s12248-015-9768-y
http://vivo.ufl.edu/individual/n144252236,10.1016/j.pediatrneurol.2005.08.032
http://vivo.ufl.edu/individual/n5279467701,10.14358/PERS.81.7.543
http://vivo.ufl.edu/individual/n9594595248,10.1073/pnas.0708588105
http://vivo.ufl.edu/individual/n8255878380,10.1577/A09-072.1
